,startup_id,Startup Name,Founding Date,City,Industry/Vertical,Sub-Vertical,Founders,Investors,Amount(in USD),Investment Stage,_source_file,_source_year,_source_month,_country,_continent
267,S0509,FirstCry,2010,Pune,E-market,Baby products marketplace,"Supam Maheshwari, Amitava Saha",Softbank’s Vision Fund,296000000.0,Series E,feb_2020.csv,2020,2.0,India,Asia
268,S1567,Waycool,2015,Chennai,Agritech,Food development and distribution services,Karthick Jayraman and Sanjay Dasari,LightBox Ventures,32000000.0,Series C,feb_2020.csv,2020,2.0,India,Asia
269,S1596,WorkIndia,2015,Mumbai,HR tech,An online and mobile-based platform that connects companies with blue collar employees.,"Ajay Kumar,Nilesh Dungarwal,Moiz Arsiwala",Xiaomi,6000000.0,,feb_2020.csv,2020,2.0,,
270,S1167,Qyuki,,Mumbai,Media,Multi-channel broadcast network,"AR Rahman, Shekhar Kapur",Info Edge Venture Fund,3500000.0,,feb_2020.csv,2020,2.0,India,Asia
271,S0813,Leap India,,Coimbatore,Agritech,Agricultural warehousing and logistics company,Narain Karthikeyan,Neev Fund,30000000.0,Series B,feb_2020.csv,2020,2.0,India,Asia
272,S1090,Picxy,,Hyderabad,Media,Stock photo industry,Jitendra Emmani,"FirstCheque, Angellist India, Aakrit Vaish, Ranjith Radhakrishnan",250000.0,,feb_2020.csv,2020,2.0,,Asia
273,S0792,Krimanshi,,Jodhpur,Agritech,Sustainable system to feed animals by valorizing food residues and surplus into highly nutritious feeds,Nikhil Bohra,Arunachal Pradesh Social Entrepreneurship Meet,20000.0,,feb_2020.csv,2020,2.0,India,Asia
274,S0952,NEETprep,,Delhi,Edtech,Provides crash course for NEET preparation,Kapil Gupta,IndiaQuotient,,,feb_2020.csv,2020,2.0,India,Asia
275,S0797,Kuku FM,,Mumbai,Media,A podcast platform,"Lal Chand Bisu, Vikas Goyal, Vinod Kumar Meena",Vertex Ventures,5500000.0,Series A,feb_2020.csv,2020,2.0,India,Asia
276,S1376,SuperMoney,2018,Mumbai,Fintech,Provides financial tools for effective business making,Nikhil Banerjee,Unitus Ventures.,1000000.0,Pre series A,feb_2020.csv,2020,2.0,India,Asia
277,S0055,AlphaVector,2015,Bangalore,E tailor,It sells modern age bicycles named FROG,Sachin Chopra,"Avaana Capital, Titan Capital",,,feb_2020.csv,2020,2.0,India,Asia
278,S0537,Fox Capital,2019,Jaipur,Fintech,Digital lending startup,Rakesh Sharma,Institutional Investors,2500000.0,,feb_2020.csv,2020,2.0,India,Asia
279,S1461,Tribe Theory,,Bangalore,Accomodation,An entrepreneur-focused hostel chain present in multiple locations across the world.,Katie Russel and Daniel Wiegand,Tim Draper,3500000.0,,feb_2020.csv,2020,2.0,India,Asia
280,S0521,Fleetx,,,SaaS,Fleet management and predictive analytics platform,"Vineet Sharma, Abhay Jeet Gupta, Udbhav Rai, Parveen Kataria, Vishal Misra",Beenext,1402400.0,Series A,feb_2020.csv,2020,2.0,,
281,S0433,Embibe,,Mumbai,Edtech,It provides AI-based data analytics to personalise learning outcomes,Aditi Avasthi,Reliance Industries Limited (RIL),12618300.0,,feb_2020.csv,2020,2.0,India,Asia
282,S0440,Entri,2017,Kochi,Edtech,It is a app that provides different types of learning content in local languages,"Mohammed Hisamuddin, Rahul Ramesh",Good Capital,1400000.0,Seed Round,feb_2020.csv,2020,2.0,India,Asia
283,S1042,Oye! Rickshaw,,,E-mobility,App-based electric rickshaw hailing service,Akash Deep,Chiratae Ventures,10000000.0,Series A,feb_2020.csv,2020,2.0,,
284,S1260,Seal Professional,2012,Bangalore,Edtech,Trains students in managemnt and leadership skills and also helps in placement,,Equanimity Ventures,,Pre series A,feb_2020.csv,2020,2.0,India,Asia
285,S1341,Sprinng Foods,,Mumbai,Food,Provides Gluten-free food,Tarun Khanna,"Mistletoe, Info Edge Asia",,,feb_2020.csv,2020,2.0,India,Asia
286,S0003,1MG,2015,Gurugram,Healthtech,Online pharmacy,"Prashant Tandon, Gaurav Agarwal, Vikas Chauhan",Bill & Melinda Gates Foundation,9900000.0,,feb_2020.csv,2020,2.0,India,Asia
287,S0023,Aagey,,Bangalore,Fintech,Provides financial assistance to MSMEs,Akaash Shankar,"JITO Angel Network, Ketan Kothari, Girish Jain, Sunil Singhvi, Vinay Jain",,,feb_2020.csv,2020,2.0,India,Asia
288,S0032,AdonMo,2017,Bangalore,Ad-tech,It is an online and outdoor advertising company,"Sandeep Bommireddi, Sravanth Gajula",Ant Financial,3000000.0,,jan_2020.csv,2020,1.0,India,Asia
289,S1169,RACEnergy,2018,,E-mobility,It builds electric vehicles and supporting infrastructure,"Arun Sreyas Reddy, Gautham Maheswaran","GrowX ventures, Prophetic Ventures",,Seed Round,jan_2020.csv,2020,1.0,,
290,S0151,BharatPe,2018,Delhi,Fintech,Digital payments platform,Ashneer Grover,Coatue Management,100000000.0,,jan_2020.csv,2020,1.0,India,Asia
291,S1550,Vogo,2016,Bangalore,Automotive,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,"Anand Ayyadurai, Padmanabhan Balakrishnan, Sanchit Mittal",Lightstone Aspada,35000000.0,Series C,jan_2020.csv,2020,1.0,India,Asia
292,S1614,Yolo,2019,Gurugram,Transport,Intercity transportation startup,"Shailesh Gupta, Mukul Shah, Danish Chopra",Undisclosed,600000.0,Seed Round,jan_2020.csv,2020,1.0,India,Asia
293,S1503,Unotech,2011,Mumbai,SaaS,It develops fully-customisable open source software,Vikash Jha,Manish Choksi,2000000.0,,jan_2020.csv,2020,1.0,India,Asia
294,S1629,Zetwerk,2018,Bangalore,Marketplace,B2B marketplace that connects manufacturing companies for industrial equipements,"Amrit Acharya, Srinath Ramakkrushnan, Vishal Chaudhary",InnoVen capital,2200000.0,,jan_2020.csv,2020,1.0,India,Asia
295,S1589,WizKlub,2018,Bangalore,Edtech,Helps students solve problems at complex level,Amit Bansal,Incubate Fund India,982530.0,Seed Funding,jan_2020.csv,2020,1.0,India,Asia
296,S0720,Interviewbit,2014,Pune,Edtech,Platform that provides coding and interview preparation course by industry professionals from tech companies,Abhimanyu Saxena,"Tiger Global Management, Sequoia Capital India, Singapore’s Economic Development Board (EBD)",200000000.0,Series A,jan_2020.csv,2020,1.0,India,Asia
297,S0933,MoneyTap,2016,,Fintech,App-based consumer credit line that gives customers access to credit on tap.,"Bala Parthasarathy, Anuj Kacker, Kunal Varma","Aquiline Technology Growth (ATG), RTP Global, Sequoia India",70185200.0,Series B,jan_2020.csv,2020,1.0,,
298,S1495,Uniplatform Tech,2015,Delhi,SaaS,Runs real estate SaaS platform MultiplyMyLeads.com.,"Rohit Manghnani, Amit K Jaiswal, Iccha Manghnani","Frontline Strategy Finds, SucSEED Venture Partners LLP",,,jan_2020.csv,2020,1.0,India,Asia
299,S0174,Bizongo,2015,Mumbai,Marketplace,A B2B marketplace for packaging materials,"Sachin Agarwal, Aniket Deb, Ankit Tomar",Schroder Adveq,30000000.0,Series C,jan_2020.csv,2020,1.0,India,Asia
300,S0076,AppsFlyer,2011,Bangalore,SaaS,Mobile marketing analytics and attribution platform,"Oren Kaniel, Reshef Mann",General Atlantic,210000000.0,Series D,jan_2020.csv,2020,1.0,India,Asia
301,S0373,Digit Insurance,,Bangalore,Insurtech,General Insurance Company,Kamesh Goyal,"A91 Partners, Faering Capital, TVS Capital",84000000.0,,jan_2020.csv,2020,1.0,India,Asia
302,S0841,Livspace,2014,Bangalore,Interior Design,It offers end-to-end home design experience for homeowners and home designers,"Anuj Srivastava, Ramakant Sharma, Shagufta Anurag","Tahoe Investment Group, Mercer Investment",60000000.0,Series D,jan_2020.csv,2020,1.0,India,Asia
303,S0576,GetVantage,,Mumbai,Fintech,Revenue based finance provider,Bhavik Vasa,"Samyakth Capital, Venture Catalysts",,Seed round,jan_2020.csv,2020,1.0,India,Asia
304,S0785,Konfinity,2018,Noida,Edtech,Provides online coding courses,"Navratn Singh, Kamal Pandey",Angel investors,,,jan_2020.csv,2020,1.0,India,Asia
305,S1092,Pine Labs,,Noida,Fintech,Retail payment and hardware company,"Lokvir Kapoor, Rajul Garg, Tarun Upaday, Amrish Rau",Mastercard,,,jan_2020.csv,2020,1.0,India,Asia
306,S0716,Instoried,,Delhi,SaaS,Augmented writing platform which improves customer interest and engagement.,Sharmin Ali,"SOSV, Chinaccelerator",,,jan_2020.csv,2020,1.0,India,Asia
307,S1000,Nupay,,Haryana,Neo-banking,"Integrated platform for Receivables and Payables automation, Electronic Invoicing, Reconciliations and Bank payouts","Neeraj Singh, Alok Arora",Venture Catalysts,,,jan_2020.csv,2020,1.0,India,Asia
308,S1245,Samosa Singh,2016,Bangalore,Food,Offers hygienic Indian Snacks,"Shikhar Veer Singh, Nidhi Singh",She Capital,2700000.0,Series A,jan_2020.csv,2020,1.0,India,Asia
309,S0332,Crysta,2018,Delhi,Healthtech,Offers diagnostic and screening services with regular counselling and clinical data management,,"Green Shots Capital, Alfa Ventures, Real Time Venture, Petrotech, Steel City Securities, Lalit Wadhwa, Dr Kriti Maroli",1403400.0,Pre Series A,jan_2020.csv,2020,1.0,India,Asia
310,S0195,Bounce,2014,Bangalore,Automotive and Rentals,Offers a variety of bikes and scooters that can be rented on a subscription basis,"Vivekananda Hallekere, Anil Giri Raju,Arun Agni","Accel Partners, B Capital",105000000.0,Series D,jan_2020.csv,2020,1.0,India,Asia
311,S1056,Park+,,,Techonology,It is engaged in bringing digitization in parking,Amit Lakhotia,"Sequoia Capital, Matrix Partners India",11000000.0,,jan_2020.csv,2020,1.0,,
312,S0603,Goodmylk,2017,Bangalore,Dairy,Provides Vegan dairy products,Abhay Rangan,"Ginni International, Elisa Khong, Sandeep Singh, VegInvest",400000.0,Seed Round,jan_2020.csv,2020,1.0,India,Asia
313,S1299,Skylo,2017,,IoT,Provides affordable and ever present network that connects machines or sensors,Trivedi,SoftBank Group,103000000.0,Series B,jan_2020.csv,2020,1.0,,
314,S1411,Tea Trunk,2013,Goa,Beverage,Global premium tea brand,"Snigdha Manchanda, Vikas Kumar, Aishwarya Malhi",Angel investors,220000.0,,jan_2020.csv,2020,1.0,India,Asia
315,S1641,Zoomcar,2013,Bangalore,Transport & Rentals,A car rental service platform,"Greg Moran, David Back",Sony Innovation Fund,30000000.0,Series D,jan_2020.csv,2020,1.0,India,Asia
316,S0902,Mera Cashier,2019,Noida,Fintech,App meant for small and micro businessmen to manage their transactions digitally,"Suneel Kumar, Sucharita Reddy, Gaurav Tomar, Akhilesh Nigam,","Amit Singal, Manish Aggarwal",250000.0,Seed Round,jan_2020.csv,2020,1.0,India,Asia
317,S0795,Kristal AI,2016,,AI,Provides Algorithm-based financial services,"Asheesh Chanda, Vineeth Narasimhan",Chiratae Ventures,6000000.0,Series A,jan_2020.csv,2020,1.0,,
318,S0723,Invento Robotics,,,AI Robotics,Known for Mitra Series of Robots,"Balaji Viswanathan, Be Limitless Inc., Zingfin.com, NalandaU","Windrose Capital, ITI Growth Opportunities Venture Fund",281300.0,Seed round,jan_2020.csv,2020,1.0,,
319,S1238,Sabse Sasta Dukaan,2016,Kolkata,Pharmaceutical,Online pharmacy dealing in medicines,"Anish Agarwal, Anant Jain",Angel investors,,,jan_2020.csv,2020,1.0,India,Asia
320,S0512,Fitphilia,,Mumbai,Healthtech,Provides IoT-enabled treadmill,Nirav Patil,Angel investors,,,jan_2020.csv,2020,1.0,India,Asia
321,S0891,Medicus,,Mumbai,Healthtech,AI-based platform that explains and interprets blood tests and medical reports,"Bhavesh Shah, Manav Shah",Angel investors,12700.0,,jan_2020.csv,2020,1.0,India,Asia
322,S0931,Monech,,Mumbai,Fintech,Automated platform which will help users to take their financial decisions,,Angel investors,12700.0,Seed Round,jan_2020.csv,2020,1.0,India,Asia
323,S1413,Teach Us,,,Edtech,Educational portal which enables the students to access information related to education at one common platform,,Angel investors,12700.0,Seed Round,jan_2020.csv,2020,1.0,,
324,S0356,Dealberg,,Bangalore,B2B marketplace,Deals in office supplies,Abhishek Emmanuel,Undisclosed,,,jan_2020.csv,2020,1.0,India,Asia
325,S1082,Phenom People,2010,,HR tech,It redefines the means to search for a job and recruit top talent,Mahe Bayireddi,WestBridge Capital,30000000.0,Series C,jan_2020.csv,2020,1.0,,
326,S0464,Extra Edge,,Pune,Edtech,Admission Marketing Automation software for the education industry,Kavita Dhillon,"Sprout Venture Partners, Indian Angel Network",700000.0,Pre series A,jan_2020.csv,2020,1.0,India,Asia
327,S0231,Capital Quotient,2016,Bangalore,Fintech,Investment advisor,Sousthav Chakrabarty,Undisclosed,600000.0,,jan_2020.csv,2020,1.0,India,Asia
328,S0754,Karfa,,Delhi,E-commerce,It sells products crafted by artisans,Kartikeya Goel,Undisclosed,25000.0,Seed Round,jan_2020.csv,2020,1.0,India,Asia
329,S0195,Bounce,2014,Bangalore,Automotive and Rentals,Offers a variety of bikes and scooters that can be rented on a subscription basis,"Vivekananda Hallekere, Anil Giri Raju,Arun Agni","Accel Partners, B Capital",97500000.0,Series D,jan_2020.csv,2020,1.0,India,Asia
330,S1635,Zinier,2015,Bangalore,Automation,Provides intelligent field service automation,Arka Dhar,ICONIQ Capital,90000000.0,Series C,jan_2020.csv,2020,1.0,India,Asia
331,S1131,ProEves,2016,Delhi,Preschool Daycare,"Provides tech-enabled, end-to-end childcare support solutions for corporate and retail consumers","Divya Agarwal, Ketika Kapoor",1Crowd,507000.0,Seed Round,jan_2020.csv,2020,1.0,India,Asia
332,S0036,Aesthetic Nutrition,2018,,Food diet,Markets and sells chewable dietary supplements,Divij Bajaj,DSG Consumer Partners,,Pre Series A,jan_2020.csv,2020,1.0,,
333,S0986,Ninjacart,2015,Bangalore,B2B Agritech,Online grocery delivery platform,"Thirukumaran Nagarajan, Sharath Loganathan, Sachin Jose, Kartheeswaran KK, Vasudevan Chinnathambi","Flipkart India, Singapore-based GEC3",10000000.0,Series C,jan_2020.csv,2020,1.0,India,Asia
334,S1417,TechnifyBiz,2017,,B2B Agritech,Online marketplace for non-perishable food items,"Akash Sharma, Abhishek Agarwal","Omnivore, Insitor Impact Asia Fund",2000000.0,Seed Round,jan_2020.csv,2020,1.0,,
335,S1600,Wysh,2019,Hyderabad,E-connect,Celebrity engagement and wishing platform,"Mahesh Gogineni, Varun MS, Manan Maheshwari",Kalaari Capital,2000000.0,Series A,jan_2020.csv,2020,1.0,,Asia
336,S0760,Keito,2016,Pune,AI,Enterprise productivity startup,Amal P S,Suma Soft Pvt Ltd,160000.0,Seed Round,jan_2020.csv,2020,1.0,India,Asia
337,S0777,Klub,2019,,Fintech,Provides growth financing to high-affinity brands,"Anurakt Jain, Ishita Verma",Sequoia Surge,2000000.0,Pre seed round,jan_2020.csv,2020,1.0,,
338,S0022,Aadhar,2017,Mumbai,E-commerce,Ayurveda wellness and lifestyle consumer brand,,"Sprout Venture Partners, JITO Angel Network, LetsVenture",,Seed Round,jan_2020.csv,2020,1.0,India,Asia
339,S0686,IncubateHub,,Bengaluru,Tech hub,Provides platform for Corporates to connect establish brand presence among innovation community,Rajiv Mukherjee,Venture Catalysts,,,jan_2020.csv,2020,1.0,India,Asia
340,S1175,Rage Coffee,,Delhi,FMCG,Provides effective Instant Coffee Infused with Natural Brain Vitamins & Plant Based Cognitive Enhancers,Bharat Sethi,Refex Capital,,,jan_2020.csv,2020,1.0,India,Asia
341,S1293,Skilancer,,Noida,Technology,Solar module cleaning system [MCS] providers,Neeraj Kumar,Venture Catalysts,,,jan_2020.csv,2020,1.0,India,Asia
342,S0633,Harappa Education,,New Delhi,Edtech,Provides online courses on foundational skills,Pramath Raj Sinha,James Murdoch-led Lupa Systems,,,jan_2020.csv,2020,1.0,India,Asia
343,S0118,Axio Biosolutions,,Bangalore,Medtech,Medical device manufacturer,Leo Mavely,Omidyar Network India,5200000.0,Series B,jan_2020.csv,2020,1.0,India,Asia
344,S1416,Techbooze,,,Consultancy,"Business Development, Consulting and Funding facilitator for Startups Enterprise",Mr. Subhashis Kar,Space Capital,15000000.0,Series A,jan_2020.csv,2020,1.0,,
345,S1061,PayMart,2015,Chandigarh,Fintech,Provides cardless cash withdrawals through small merchants shops,Amit Narang,"IIM Ahmedabad’s incubator (CIIE.CO),Chandigarh Angels Network",,,jan_2020.csv,2020,1.0,India,Asia
346,S1422,Testbook,,,Edtech,Helps students prepare online for competitive exams,"Praveen Agrawal, Yadvendar Champawat, Manoj Munna, Abhishek Sagar, Ashutosh Kumar, Narendra Agrawal",Iron Pillar,8400000.0,Series B,jan_2020.csv,2020,1.0,,
347,S0475,FabAlley,2012,Noida,E-commerce,Online fashion store,"Tanvi Malik, Shivani Poddar.",Trifecta Capital,1100000.0,,jan_2020.csv,2020,1.0,India,Asia
348,S0626,HaikuJAM,,,,Creative writing mobile platform,Neer Sharma,"Lightbox. Social Capital, Dunce Capital",3400000.0,,jan_2020.csv,2020,1.0,,
349,S0870,Mamaearth,,,E-commerce,Online baby and mother care brand,"Ghazal Alagh, Varun Alagh",Sequoia India,18300000.0,Series A,jan_2020.csv,2020,1.0,,
350,S1200,Rentomojo,2014,,Rental,"Furniture, electronics, and appliance-centric consumer leasing platform",Geetansh Bamania,GMO Payment Gateway,2000000.0,,jan_2020.csv,2020,1.0,,
351,S1640,Zomato,,,Foodtech,Online food delivery and restaurant discovery platform,Deepinder Goyal,Ant Financial,150000000.0,,jan_2020.csv,2020,1.0,,
352,S0214,Byju,2011,,Edtech,Provides online learning classes,Byju Raveendran,Tiger Global,200000000.0,,jan_2020.csv,2020,1.0,,
353,S0566,Generico,,Mumbai,Pharmacy,Generic medicine focussed retail chain,Siddharth Gadia,Alteria Capital,1400000.0,,jan_2020.csv,2020,1.0,India,Asia
354,S0648,HighRadius,2016,Hyderabad,Saas,"An AI-based platform, to automate accounts receivables and treasury processes.",Sashi Narahari,ICONIQ Capital,125000000.0,Series B,jan_2020.csv,2020,1.0,,Asia
355,S0247,Chai Kings,,Chennai,Beverage,It offers a range of tea in various flavour,"Jahabar Sadique, Balaji Sadagopan",The Chennai Angels (TCA),1000000.0,,jan_2020.csv,2020,1.0,India,Asia
356,S1209,Rivigo,2014,Gurugram,Logistics,"It offers delivery services across India to retail, e-commerce, pharmaceutical, automobile and FMCG companies","Deepak Garg, Gazal Kalra",Trifecta Capital,3400000.0,Series F,jan_2020.csv,2020,1.0,India,Asia
357,S0209,BuildPan,2019,Indore,SaaS,"It helps developers to test, integrate and deploy apps","Sonal Khandelwal, Vaibhav Tiwari","HNIs in India, Japan, and the US",,Seed round,jan_2020.csv,2020,1.0,India,Asia
358,S1271,Shiksha,2008,,Edtech,It makes college selection easy for students looking to pursue UG and PG courses in India and abroad,Kanav Sachdeva,Mumbai Angels Network,181000.0,,jan_2020.csv,2020,1.0,,
359,S1371,Super Surfaces,,Hyderabad,Deisgning,A design solution based company,Kumar Varma,Vishnu Reddy,500000.0,Series A,jan_2020.csv,2020,1.0,,Asia
360,S1163,Quicko,,Ahmedabad,Taxation,Online tax planning and filing platform,Vishvajit Sonagara,"Zerodha fintech fund, Rainmatter",280000.0,,jan_2020.csv,2020,1.0,India,Asia
361,S1254,Satin Creditcare,,Gurgaon,Fintech,A micro finance company,,Austrian Bank,15000000.0,,jan_2020.csv,2020,1.0,India,Asia
362,S1603,XpressBees,2015,,Logistics,Provides end to end supply chain solutions,"Supam Maheshwari, Amitava Saha",Alibaba,10000000.0,,jan_2020.csv,2020,1.0,,
363,S0490,FarmERP,2001,Pune,Agritech,Smart agriculture management ERP software platform,"Santosh Shinde, Sanjay Borkar",TechnoGen,,Series A,jan_2020.csv,2020,1.0,India,Asia
364,S1573,Wealth Bucket,2018,,Fintech,An online platform for mutual fund investments,"Himanshu Jain, Pulkit Jain","NorthStar, Vinod Khatumal",3000000.0,,jan_2020.csv,2020,1.0,,
365,S0590,GoMechanic,2016,Delhi,Automobile Technology,Find automobile repair and maintenance service providers,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa","Chiratae Ventures, Sequoia Capital, Orios Venture Partners",14700000.0,Series B,jan_2020.csv,2020,1.0,India,Asia
366,S0494,Fashor,2017,Chennai,Fashion,Women’s fashion and apparel,"Vikram Kankaria, Priyanka Kankaria",Sprout venture partners,1000000.0,Pre series A,jan_2020.csv,2020,1.0,India,Asia
367,S0831,Leverage Edu,,Delhi,Edtech,AI enabled marketplace that provides career guidance,Akshay Chaturvedi,"DSG Consumer Partners, Blume Ventures",1500000.0,,jan_2020.csv,2020,1.0,India,Asia
368,S1152,Purplle,2012,Mumbai,Cosmetics,Online makeup and beauty products retailer,"Manish Taneja, Rahul Dash",Verlinvest,8000000.0,,jan_2020.csv,2020,1.0,India,Asia
369,S1282,Shuttl,2015,Delhi,Transport,App based bus aggregator serice,"Amit Singh, Deepanshu Malviya",SIG Global India Fund LLP.,8043000.0,Series C,jan_2020.csv,2020,1.0,India,Asia
370,S1050,Pando,2017,Chennai,Logitech,Networked logistics management software,"Jayakrishnan, Abhijeet Manohar",Chiratae Ventures,9000000.0,Series A,jan_2020.csv,2020,1.0,India,Asia
371,S1187,Rebel Foods,2011,Mumbai,Food tech,Cloud kitchen platform,"Jaydeep Barman, Kallol Bannerjee",Coatue Management,26500000.0,Series E2,jul_2020.csv,2020,7.0,India,Asia
372,S0645,Hevo,2017,Bangalore,Tech,Data pipeline startup,"Manish Jethani, Sourabh Agarwal","Qualgro, Lachy Groom",8000000.0,Series A,jul_2020.csv,2020,7.0,India,Asia
373,S0159,BigSpoon Foods,2019,Ahmedabad,Foodtech,Cloud kitchen startup,"Kapil Mathrani, Rohan Bhatt, Poojan Thakkar","Urmin Family Office, Lemonade Ventures, TrueValue Group MD Yash Shah",2000000.0,Pre series A,jul_2020.csv,2020,7.0,India,Asia
374,S0257,Chingari,,Bangalore,Media,Homegrown short video platform,"Biswatma Nayak, Siddharth Gautam, Sumit Ghosh","LogX Ventures, AngelList’s Utsav Somani, NowFloats’ Jasminder Singh Gulati, AL Trust (Vistra ITCL), Village Global.",1000000.0,Seed Round,jul_2020.csv,2020,7.0,India,Asia
375,S1270,ShareChat,2015,Bangalore,Media,Indian social network platform,"Ankush Sachdeva, Bhanu Pratap Singh, Farid Ahsan","All About Inc, Beenext Pte Led, Beenos Asia, DG Ventures, Kanamori Assagement Singapore, Rebright Partners I, Rebright Partners II, Tetsuro Koda",351000.0,,jul_2020.csv,2020,7.0,India,Asia
376,S0350,DatStop,,Delhi,Hospitality,It offers urban social space,Dhruvin Shah,"Shabir Momin, OneDigital Entertainment,  Saurabh Pathak.",,,jul_2020.csv,2020,7.0,India,Asia
377,S0677,IPHM Services,,Mumbai,Mental Health,It helps design programs and workshops for the psychological well-being of individuals,Dr. Sachin Bhavsar,Indian Angel Fund,,Seed Round,jul_2020.csv,2020,7.0,India,Asia
378,S1575,Wellcure,,Gurugram,Healthtech,It caters to all health and wellness needs,"Sumeet Kapur, Ankur Bhatia, Aanchal Kapur",Inflection Point Ventures,200000.0,,jul_2020.csv,2020,7.0,India,Asia
379,S1540,VilCart,2018,Bangalore,E-commerce,"Retail industry in rural India through technology, supply chain, and logistics facilities.","Prasanna Kumar, Mahesh Bhat, Rajasekhar, Amith S Mali","N S Parthasarathy, Dilipkumar Khandelwal, Anand Nichani, Anath Ravi, Prashanth Prakash",,Bridge Round,jul_2020.csv,2020,7.0,India,Asia
380,S0507,Firescore,,Mumbai,Gaming,Game development studio,"Karan Khairajani, Surojit Roy",Crazy Labs,500000.0,,jul_2020.csv,2020,7.0,India,Asia
381,S0210,BulBul,2018,Gurgaon,Social commerce,A video and livestream led commerce platform that makes online shopping engaging,"Sachin Bhatia, Atit Jain",Info Edge,8700000.0,,jul_2020.csv,2020,7.0,India,Asia
382,S1453,Toppr,2013,Mumbai,Edtech,It provides AI-based after school learning app for K12,Zishaan Hayath,Foundation Holdings,46761000.0,Series D,jul_2020.csv,2020,7.0,India,Asia
383,S1088,Pickright Technologies,2019,Bangalore,Fintech,Marketplace for stock market investors and advisors,"Archana Elapavuluri, Namandeep Bhatia, Siddharth Panjwani","Sanjay Mehta, Vikram Pandya, Gaurav Gupta, Vivel Srivatsav, Madhavi Bollipalli, Srinivas Paanem, Satish Bogullu",175000.0,Seed Round,jul_2020.csv,2020,7.0,India,Asia
384,S0940,Muse Wearables,2018,Chennai,Tech,It sells the world’s first payment-enabled hybrid smartwatches,"K.L.N Sai Prasanth, Yathindra Ajay K.A, K. Prathyusha",Dr. Bhaskar Rao Bollineni,3000000.0,,jul_2020.csv,2020,7.0,India,Asia
385,S1224,SATYA Microcapital,1995.0,Delhi,Fintech,Microfinance company that offers collateral-free credit to micro enterprises,Vivek Tiwari,BlueOrchard Finance Limited,9.6,,jul_2020.csv,2020,7.0,India,Asia
386,S1557,WYN Studio,,Gurugram,Media,It creates video content and podcasts,"Bijay Gautam, Souniya Khurana",India Angel Fund,,Seed Round,jul_2020.csv,2020,7.0,India,Asia
387,S0536,Fourth Partner Energy,2010,Bangalore,Solar Solution,Largest startup in the distributed solar sector,Saif Dhorajiwala,ResponsAbility Investments AG,15000000.0,,jul_2020.csv,2020,7.0,India,Asia
388,S0440,Entri,2017,Kochi,Edtech,Local language learning startup,Mohammed Hisamuddin,Good Capital,1700000.0,Pre series A,jul_2020.csv,2020,7.0,India,Asia
389,S1317,Snack Amor,2017,Mumbai,Foodtech,Healthy snack startup,Deepak Grover,Dr Srinivas Chunduru,,,jul_2020.csv,2020,7.0,India,Asia
390,S0861,MPowered,,Gurugram,SaaS,Asset Management Solutions,Sudeep Singh,"Ashok Nichani, Shelly Nichani",21000000.0,Pre series A,jul_2020.csv,2020,7.0,India,Asia
391,S0811,Leap Club,2020,Gurugram,Social e-commerce,Community led professional network for women,"Ragini Das, Anand Sinha",Titan Capital,,,jul_2020.csv,2020,7.0,India,Asia
392,S0096,Ather Energy,2013,Bangalore,Automobile,Electric scooter manufacturer,"Tarun Mehta, Swapnil Jain",Hero MotoCorp,11241000.0,Series C,jul_2020.csv,2020,7.0,India,Asia
393,S0580,Gigforce,,Bangalore,HR tech,Provides staffing solutions for businesses,"Chirag Mittal, Parag Modi, Anirudh Syal",Unitus Venture,804000.0,,jul_2020.csv,2020,7.0,India,Asia
394,S1528,Vegrow,2020,Bangalore,Agritech,It is building an asset-light farm by partnering with small farms on a profit-sharing model,"Praneeth Kumar, Shobhit Jain, Mrudhukar Batchu, Kiran Naik","Matrix Partners India, Ankur Capital",2500000.0,Seed Round,jul_2020.csv,2020,7.0,India,Asia
395,S0504,Finn,2019,Bangalore,Fintech,Neobanking startup that digitises all banking transactions,"Suman Maram, Sudheer Maram","Unicorn India, PointOne Capital, Astir Ventures",,Pre series A,jul_2020.csv,2020,7.0,India,Asia
396,S0161,Bijnis,2015,,B2B marketplace,Provides a platform for manufacturers and retailers in digital transaction,"Siddharth Vij, Siddharth Rastogi, Shubham Agarwal, Chaitanya Rathi","Sequoia Capital India, Matrix Partners India, InfoEdge, Waterbridge Ventures",10000000.0,Series A,jul_2020.csv,2020,7.0,,
397,S1664,iNurture,2009,Bangalore,Edtech,"It provides a conducive and healthy teaching, learning environment",Ashwin Ajila,BlackSoil Capital,1340000.0,,jul_2020.csv,2020,7.0,India,Asia
398,S1361,StyleDotMe,2014,Gurugram,Fashion Tech,"mirrAR, helps jewellers sell jewellery with no physical inventory","Meghna Saraogi, Akhil Tolani",Survam Partners,467000.0,Pre series A,jul_2020.csv,2020,7.0,India,Asia
399,S1206,Ripsey,2018,Mumbai,Nutrition tech,It plans meals in consultation from fitness experts and nutritionists and prepares them in-house,"Silky Singh, Alkheya Boora Rpsey",Ah! Ventures,133000.0,,jul_2020.csv,2020,7.0,India,Asia
