,startup_id,Startup Name,Founding Date,City,Industry/Vertical,Sub-Vertical,Founders,Investors,Amount(in USD),Investment Stage,_source_file,_source_year,_source_month,_country,_continent
127,S0257,Chingari,2018,Bangalore,Media,Short video platform,"Biswatma Nayak, Siddharth Gautam, Sumit Ghosh","AngelList India, Utsav Somani, Village Global, LogX Ventures, Jasminder Singh Gulati",1300000.0,Seed Round,aug_2020.csv,2020,8.0,India,Asia
128,S0190,Bolo Indya,2019,Gurugram,Media,User-generated content platform,Varun Saxena,"Eagle10 Ventures, India Accelerator, HNIs",300000.0,Pre series A1,aug_2020.csv,2020,8.0,India,Asia
129,S0351,Data Sutram,2018,Kolkata,AI,Platform gathers intel from external data to provide location-based data intelligence.,"Rajit Bhattacharya, Aisik Paul, Ankit Das","Uday Sodhi, Mitesh Shah, Nitin Jain",266500.0,,aug_2020.csv,2020,8.0,India,Asia
130,S1591,Wobot Intelligence,2017,Delhi,AI,AI backed video analytics platform,"Adit Chhabra, Tapan Dixit,Tanay Dixit.",Sequoia Capital India,2500000.0,Pre series A,aug_2020.csv,2020,8.0,India,Asia
131,S0390,DrinkPrime,2016,Bangalore,Appliance,Subscription-based Water purifier startup,"Vijender Reddy, Manas Ranjan Hota, Anil Kejriwal",Sequoia Surge,2879000.0,Pre series A,aug_2020.csv,2020,8.0,India,Asia
132,S0695,Infeedo,2013,Gurugram,HR tech,An employee engagement HR analytics platform,"Tanmaya Jain, Varun Puri",Y Combinator,700000.0,,aug_2020.csv,2020,8.0,India,Asia
133,S1135,Probus Smart Things,2017,Delhi,IoT,Platform for monitoring distribution sub-station performance and operations,"Anand Singh, Ankit Vaish",Unicorn India Ventures,,Seed Round,aug_2020.csv,2020,8.0,India,Asia
134,S0331,CrowdPouch,2019,Bangalore,Tech,A reward-based fundraising and preselling platform,Vittal Ramakrishna,Elina Investments,,Angel Round,aug_2020.csv,2020,8.0,India,Asia
135,S0078,Aqgromalin,2019,Chennai,AgriTech,Cultivating Ideas for Profit,"Prasanna Manogaran, Bharani C L",Angel investors,200000.0,,dec_2020.csv,2020,12.0,India,Asia
136,S0789,Krayonnz,2019,Bangalore,EdTech,An academy-guardian-scholar centric ecosystem which provides state of the art technological solutions.,"Saurabh Dixit, Gurudutt Upadhyay",GSF Accelerator,100000.0,Pre-seed,dec_2020.csv,2020,12.0,India,Asia
137,S1047,PadCare Labs,2018,Pune,Hygiene management,Converting bio-hazardous waste to harmless waste,Ajinkya Dhariya,Venture Center,,Pre-seed,dec_2020.csv,2020,12.0,India,Asia
138,S0951,NCOME,2020,New Delhi,Escrow,Escrow-as-a-service platform,Ritesh Tiwari,"Venture Catalysts, PointOne Capital",400000.0,,dec_2020.csv,2020,12.0,India,Asia
139,S0607,Gramophone,2016,Indore,AgriTech,Gramophone is an AgTech platform enabling access to agri inputs and powering efficient farm management.,"Ashish Rajan Singh, Harshit Gupta, Nishant Mahatre, Tauseef Khan","Siana Capital Management, Info Edge",340000.0,,dec_2020.csv,2020,12.0,India,Asia
140,S1679,qZense,2019,Bangalore,AgriTech,qZense Labs is building the next-generation IoT solution for fresh food quality assessment and management.,"Rubal Chib, Dr Srishti Batra","Venture Catalysts, 9Unicorns Accelerator Fund",600000.0,Seed,dec_2020.csv,2020,12.0,India,Asia
141,S0943,MyClassboard,2008,Hyderabad,EdTech,MyClassboard is a full-fledged School / College Management Software.,Ajay Sakhamuri,ICICI Bank.,600000.0,Pre-series A,dec_2020.csv,2020,12.0,,Asia
142,S0908,Metvy,2018,Gurgaon,Networking platform,AI driven networking platform for individuals and organisations which aims to provided a seamless end to end networking experience.,Shawrya Mehrotra,HostelFund,,Pre-series,dec_2020.csv,2020,12.0,India,Asia
143,S1216,Rupeek,2015,Bangalore,FinTech,"Rupeek is an online lending platform that specializes in credit risk, gold loans, and personal loans.","Amar Prabhu, Ashwin Soni, Sumit Maniyar","KB Investment, Bertelsmann India Investments",45000000.0,Series C,dec_2020.csv,2020,12.0,India,Asia
144,S0578,Gig India,2017,Pune,Crowdsourcing,GigIndia is a marketplace that provides on-demand work completion for companies through a gig workforce of jobseekers.,"Aditya Shirole, Sahil Sharma","Shantanu Deshpande, Subramaniam Ramadorai",1000000.0,Pre-series A,dec_2020.csv,2020,12.0,India,Asia
145,S1306,Slurrp Farm,2016,Gurgaon,Food & Bevarages,Slurrp Farm is a children health food brand.,Meghana Narayan,Fireside Ventures,2000000.0,Series A,dec_2020.csv,2020,12.0,India,Asia
146,S0888,Medfin,2017,Bangalore,HealthTech,Medfin is a Discovery platform for medical procedures and financing.,"Arjun Kumar, Arun Kumar, Sidharth Gurjar","Axilor Ventures, S.D. Shibulal",,Series A,dec_2020.csv,2020,12.0,India,Asia
147,S0876,MasterG,2015,New Delhi,Fashion,MasterG is a design and skill development organisation.,Gayatri Jolly,Acumen Fund's angel programme,,,dec_2020.csv,2020,12.0,India,Asia
148,S0204,Brila 91,2014,New Delhi,Food & Bevarages,Bira 91 is a craft beer company.,Ankur Jain,"Sequoia Capital India, Sixth Sense Ventures",1200000.0,,dec_2020.csv,2020,12.0,India,Asia
149,S0532,FoodyBuddy,2015,Belgaum,Food Industry,FoodyBuddy is a online food delivery portal,"Akil Sethuraman, Anup Gopinath, Rachna Rao",Rebel Foods,600000.0,,dec_2020.csv,2020,12.0,India,Asia
150,S1640,Zomato,2008,Gurgaon,Food Delivery,Zomato is a food delivery and restaurant discovery site that provides information and reviews about restaurants,"Deepinder Goyal, Gaurav Gupta, Pankaj Chaddah","Kora, Tiger Global Management",660000000.0,,dec_2020.csv,2020,12.0,India,Asia
151,S1038,OurEye.ai,2020,Bangalore,Virtual auditing,"Video intelligence solution for Enterprise Standard Operating Procedures Monitoring and Quality Control, leveraging CCTV infrastructure.","Miran Junaidi, Saurabh Ghanekar, Sourav Sanyal","100X VC, Amara Ventures",120000.0,,dec_2020.csv,2020,12.0,India,Asia
152,S1273,Shiprocket,2017,New Delhi,E-commerce,Shiprocket helps online retailers simplify their shipping by providing a delightful post purchase experience to their consumers.,"Gautam Kapoor, Saahil Goel, Vishesh Khurana","Bertelsmann India Investments, InnoVen Capital",7500000.0,Series C,dec_2020.csv,2020,12.0,India,Asia
153,S1092,Pine Labs,1998,Noida,FinTech,A merchant platform company that provides financing and last-mile retail transaction technology to merchants.,"Lokvir Kapoor, Rajul Garg, Tarun Upaday, Amrish Rau","Mastercard, Temasek Holdings",,,dec_2020.csv,2020,12.0,India,Asia
154,S0935,Moneyboxx Finance,2019,New Delhi,FinTech,MONEYBOXX FINANCE LTD is committed to providing easy access to financing to the deserving micro enterprises in the tier 2 and tier 3 cities of India,Prashant Agarwal,"BlackSoil, Caspian",1000000.0,,dec_2020.csv,2020,12.0,India,Asia
155,S0407,EWar,2019,Bangalore,Gaming,EWar Games is a e-sports and real-time gaming start-up.,"Parth Chadha, Rahul Singh","Jindal Steels, Jeet Banerjee",,Pre-series A,dec_2020.csv,2020,12.0,India,Asia
156,S1365,SucSEED Indovation,2016,Hyderabad,FinTech,"SucSEED INDOVATION FACILITATES ACCESS TO CAPITAL FOR DEEP TECH STARTUPS TO INNOVATE, SCALE & GROW",Vikrant Varshney,,5000000.0,,dec_2020.csv,2020,12.0,,Asia
157,S1410,TaxBuddy.com,2019,Mumbai,FinTech,TaxBuddy for any tax related issues.,Sujit Bangar,Zenith Global,1000000.0,,dec_2020.csv,2020,12.0,India,Asia
158,S0116,Awign Enterprises,2016,Bangalore,Work fulfillment,Operations and manpower outsourcing startup,"Annanya Sarthak, Gurpreet Singh, Praveen Sah","Unitus Ventures, Work10M",500000.0,,dec_2020.csv,2020,12.0,India,Asia
159,S0262,Circle of Angels,2018,Gurgaon,FinTech,Circles of Angels aims to solve this issue through the creation of a funding network that makes impact funding accessible to everyone.,Karanpal Singh,,3000000.0,,dec_2020.csv,2020,12.0,India,Asia
160,S0288,CoinDCX,2017,Mumbai,FinTech,CoinDCX is a company that specializes in crypto-enabled financial services.,"Neeraj Khandelwal, Sumit Gupta","Coinbase Ventures, Polychain",10000000.0,Series B,dec_2020.csv,2020,12.0,India,Asia
161,S0583,Glance,2016,Bangalore,AI,Glance is a screen zero platform that consumers use across connected devices to experience the Internet.,Naveen Tewari,Mithril Capital Management.,145000000.0,,dec_2020.csv,2020,12.0,India,Asia
162,S1533,VerSe Innovation,2007,Bangalore,Telecommunication,Owner of Dailyhunt App and I-Pay,"Virendra Gupta, Umang Bedi",Google,100000000.0,,dec_2020.csv,2020,12.0,India,Asia
163,S1552,Voosh,2020,Bangalore,Food Industry,Building India's largest digital food service brand,Priyam Saraswat,Better Capital,,Pre-seed,dec_2020.csv,2020,12.0,India,Asia
164,S0090,Arya,1982,Noida,AgriTech,"Simplifying Agribusiness throughout Agri-Supply chain, FPO Market Linkages, Market Research, Implementation","Chattanathan Devarajan, Prasanna Rao, Anand Chandra",Quona Capital,21000000.0,Series B,dec_2020.csv,2020,12.0,India,Asia
165,S1089,Pickrr,2015,New Delhi,Logistics,Pickrr is an on-demand first mile logistics company,"Ankit Kaushik, Gaurav Mangla, Rhitiman Majumder",Swastika,4000000.0,,dec_2020.csv,2020,12.0,India,Asia
166,S1085,PhonePe,2015,Andheri,FinTech,PhonePe is a mobile payment application that enables users to transfer money instantly.,"Burzin Engineer, Rahul Chari, Sameer Nigam","Flipkart, Walmart",20000000.0,,dec_2020.csv,2020,12.0,India,Asia
167,S0303,Countingwell,2018,Bangalore,EdTech,"An interactive Maths app, Countingwell breaks Maths concepts into short, simple modules that get kids learning with the least amount of screen time.",Nirmal Shah,"Delhi Private School, UAE, Interstar",1000000.0,Pre-series A,dec_2020.csv,2020,12.0,India,Asia
168,S0225,Callify.ai,2016,Mumbai,Tech,Callify.ai is a Voice-Based Candidate Screening & Engagement platform for Talent Acquisition teams.,"Chetan Indap, Sunny Sharma, Deepanti Kavi",Malpani Ventures,560000.0,Seed,dec_2020.csv,2020,12.0,India,Asia
169,S0664,Hudle,2016,New Delhi,Sports,Hudle is a sports & fitness discovery & booking platform with 300+ sports venues and sports events/tournaments available for booking.,Suhail Narain,Survam Partners,,Pre-series A,dec_2020.csv,2020,12.0,India,Asia
170,S0307,Cover it Up,2013,Chennai,E-commerce,Online portal that churns out high quality products,Ronak Sarda,Angel investors,400000.0,Seed,dec_2020.csv,2020,12.0,India,Asia
171,S0172,BiteSpeed,2019,Gurgaon,E-commerce,Chat-based commerce for E-commerce brands,"Vinayak, Kshitij Abhishek, Apoorv Sadana",Whiteboard Capital,275000.0,Seed,dec_2020.csv,2020,12.0,India,Asia
172,S1559,WakeFit,2016,Bangalore,Retail,Wakefitkart is a mattress manufacturing company,"Ankit Garg, Chaitanya Ramalingegowda",Sequoia Capital.,20000000.0,Series B,dec_2020.csv,2020,12.0,India,Asia
173,S1345,Sreyas Holistic Remedies,2008,Hyderabad,Medtech,Sreyas Holistic Remedies operates a chain of dermatologist clinics under the brand name of Oliva,Dr Prashant Soma,Blacksoil,1000000.0,,dec_2020.csv,2020,12.0,,Asia
174,S0519,Fleeca India,2016,Jaipur,Tyre management,FLEECA is a Tyre Care Provider company.,Tikam Jain,Bridgestone India,,,dec_2020.csv,2020,12.0,India,Asia
175,S0856,M1xchange,2017,Gurgaon,FinTech,M1 an online exchange for TReDS set up under the approval RBI to facilitate discounting of invoices on a PAN India basis.,Sundeep Mohindru,"BEENEXT, Mayfield Fund",4500000.0,,dec_2020.csv,2020,12.0,India,Asia
176,S0459,Exotel,2011,Bangalore,Cloud,Exotel provides cloud telephony services such as virtual phone numbers and telephony applications for small and medium enterprises in India.,Shivakumar Ganesan,"A91 Partners, Artha India Ventures",5000000.0,,dec_2020.csv,2020,12.0,India,Asia
177,S1048,PagarBook,2019,Bangalore,Software,"Staff's Salary, Work & Attendance Management Application","Adarsh Kumar, Rupesh Mishra","Sequoia Capital, India Quotient",15000000.0,Series A,dec_2020.csv,2020,12.0,India,Asia
178,S0119,Ayana,2017,Bangalore,Renewable player,Ayana Renewable Power is an Indian renewable energy platform,Shivanand N,"NIIF Ltd, CDC Group",390000000.0,,dec_2020.csv,2020,12.0,India,Asia
179,S0510,Fisdom,2015,Bangalore,FinTech,Fisdom is a fintech company that offers investment advisory services through an application.,"Anand Dalmia, Ramganesh Iyer, Subramanya S.V., Subramanya Venkat","PayU Finance India, Quona Capital",7000000.0,,dec_2020.csv,2020,12.0,India,Asia
180,S1446,Tinker Coders,2020,Noida,EdTech,Tinker Coder is a LIVE Online Platform through which kids will learn the art of coding,Anoop Gautam,STEMROBO Technologies,,Seed,dec_2020.csv,2020,12.0,India,Asia
181,S0698,Infinite Uptime,2015,Pune,IoT,The industrial Internet platform that harnesses the power of big data & predictive analytics for data-driven decision making.,Raunak Bhinge,"Infrastructure Leasing & Financial Services Limited, Dorm Room Fund",5100000.0,Series B,dec_2020.csv,2020,12.0,India,Asia
182,S0630,HappyLocate,2016,Bangalore,SaaS,"HappyLocate is India's first One Stop Relocation Platform, transforming the way Employee Relocations are managed","Ajay Tiwari, Sainadh Duvvuru",The CoWrks Foundry,500000.0,Pre-series A,dec_2020.csv,2020,12.0,India,Asia
183,S1085,PhonePe,2015,New Delhi,FinTech,PhonePe is a mobile payments application that allows the user to transfer money instantly.,"Burzin Engineer, Rahul Chari, Sameer Nigam",Flipkart,700000000.0,,dec_2020.csv,2020,12.0,India,Asia
184,S0852,Loop Health,2017,Pune,HealthTech,Loop Health is bringing ease and choice to patients seeking major medical treatments.,"Mayank Kale, Ryan Singh","Y Combinator, Sierra Ventures",2300000.0,Seed,dec_2020.csv,2020,12.0,India,Asia
185,S0966,NeoDocs,2020,Mumbai,HealthTech,Neodocs analyses medical reports and provides personalised health recommendations remotely.,"Anurag Meena, Nikunj Malpani, Pratik Lodha",9Unicorns Accelerator Fund,,Pre-seed,dec_2020.csv,2020,12.0,India,Asia
186,S1437,The ePlane,2016,Chennai,Aero,Transforming the mobility landscape using aerial transport.,"Satya Chakravarthy, Pranjal Mehta",Speciale Invest,,Seed,dec_2020.csv,2020,12.0,India,Asia
187,S1401,TagMango,2019,Mumbai,Marketing,"TagMango is a marketing and advertising app that helps influencer, and brands to partner with individuals.","Divyanshu Damani, Mohammad Hasan","XRM Media, Kevin Lin",700000.0,Seed,dec_2020.csv,2020,12.0,India,Asia
188,S1432,The New Shop,2019,New Delhi,Retail,The New Shop is a chain of high speed retail stores,"Charak Almast, Aastha Almast, Mani Dev Gyawali",Huddle Accelerator,500000.0,Seed,dec_2020.csv,2020,12.0,India,Asia
189,S0925,MobiKwik,2009,Gurgaon,FinTech,"MobiKwik is India’s leading fintech platform, operating businesses in consumer payments, payment gateway, and financial services.","Bipin Singh, Upasana Taku","Hindustan Media Venture, Nicolas Jarrosson",7000000.0,,dec_2020.csv,2020,12.0,India,Asia
190,S0357,DebugsBunny,2020,Pune,EdTech,DebugsBunny is the best Kids Coding Platform where kids are taught to code online by our expert teachers.,Sumit Sanjay Singare,India Angel Fund,100000.0,,dec_2020.csv,2020,12.0,India,Asia
191,S0124,BHIVE Investech,2014,Bangalore,Co-working,BHIVE is Bangalore's (India) largest Coworking space that allows entrepreneurs to take their ideas to the next level.,"Monnappa Bayavanda, Prashant Reddy, Ravindra M.K, Ravindra M.K., Shesh Paplikar, Shesh Paplikar, Sridhar Venkataraman",Blume Ventures,1000000.0,Seed,dec_2020.csv,2020,12.0,India,Asia
192,S1209,Rivigo,2014,Gurgaon,Logistics,Rivigo is a technology-enabled logistics platform provider that offers transport services.,"Deepak Garg, Gazal Kalra","Elevation Capital, Trifecta Capital Advisors",19000000.0,,dec_2020.csv,2020,12.0,India,Asia
193,S1636,ZipLoan,2015,New Delhi,Finance,ZipLoan is a online lending platform,"KSHITIJ Puri, Shalabh Singhal","Stride Ventures, Matrix Partners India",3000000.0,,dec_2020.csv,2020,12.0,India,Asia
194,S1393,Swipez,2014,Pune,FinTech,Swipez is a payment collection platform.,Vivek Iyer,"9Unicorns, Anicut",,,dec_2020.csv,2020,12.0,India,Asia
195,S0666,Humus,2019,Bangalore,AgriTech,Farmgate to Retail outlet Agri-Fresh produce supply chain,"Manjunatha T N, Shilpa Gopalaiah","Venture Catalysts, 9Unicorns, We Founders Circle.",,,dec_2020.csv,2020,12.0,India,Asia
196,S0089,Artivatic.ai,2017,Bangalore,Tech,"Artivatic's patent pending technology solves complex problems in Insurance for On-boarding, Fraud, Risk Profiling, Underwriting & claims.",Layak Singh,"SenseAI Ventures, Saurabh Chugh",,,dec_2020.csv,2020,12.0,India,Asia
197,S1127,Prescinto,2016,Ahmedabad,Solar Monitoring,Prescinto provides solutions for solar monitoring and analytics solutions.,"Puneet Singh Jaggi, Sanjay Bhasin, Ram Menon","Startup incubator, Accelerator Venture Catalysts",,Seed,dec_2020.csv,2020,12.0,India,Asia
198,S1451,Toppeq,2019,Mumbai,SaaS,SaaS-based equity management platform,Nandini Sankar,,,Seed,dec_2020.csv,2020,12.0,India,Asia
199,S0190,Bolo Indya,2019,Gurgaon,Video sharing platform,"Bolo Indya is a short video & commerce platform. It allows users to create, watch and share videos & discover and avail services.","Tanmai Paul, Varun Saxena","India Accelerator, Sunil Kamath",400000.0,,dec_2020.csv,2020,12.0,India,Asia
200,S0192,Bombay Play,2017,Bangalore,Gaming,Bombay Play is a Card and Toy Company Making games for India.,"Abhas Saroha, Oliver Jones, Oliver Jones","Ramakant Sharma, Leo Capital India",1000000.0,Seed,dec_2020.csv,2020,12.0,India,Asia
201,S0541,FreshToHome,2015,Bangalore,E-commerce,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,Shan Kadavil,Investment Corporation of Dubai (ICD),,,dec_2020.csv,2020,12.0,India,Asia
202,S0747,KIKO TV,2020,Mumbai,Video streaming platform,KIKO TV is an AI-based short live video e-commerce platform.,"Shivam Varshney, Alok Chawla","9Point8 Capital, Sunil Kumar Singhvi",,Seed,dec_2020.csv,2020,12.0,India,Asia
203,S0099,Atomberg Technologies,2012,Mumbai,Consumer appliances,"Atomberg Technology aspires to be the ""Tesla"" of the world of household appliances","Manoj Meena, Sibabrata Das","Sandeep Tandon, Survam Partners",9000000.0,Series B,dec_2020.csv,2020,12.0,India,Asia
204,S0355,DealShare,2018,Jaipur,E-commerce,DealShare is a Social Commerce Startup,"Sankar Bora, Sourjyendu Medda, Vineet Rao","Falcon Edge Capital, Omidyar Network",21000000.0,Series C,dec_2020.csv,2020,12.0,India,Asia
205,S1307,Smallcase,2015,Bangalore,FinTech,Changing how India invests in equities,"Anugrah Shrivastava, Rohan Gupta, Vasanth Kamath","WEH Ventures, BEENEXT",,,dec_2020.csv,2020,12.0,India,Asia
206,S0335,CueMath,2011,Bangalore,EdTech,Cuemath is an engaging ‘learning-by-doing’ methodology for students with face-to-face sessions from highly-trained Cuemath teachers.,Manan Khurma,"Sequoia Capital India, CapitalG",40000000.0,Series C,dec_2020.csv,2020,12.0,India,Asia
207,S0565,Gamerji,2018,Ahmedabad,Gaming,"Gamerji is an online esports gaming platform where tournaments are created for different games such as PUBG, COD, Free Fire etc.","Soham Thacker, Valay Patel, Varun Gajjar",La Gajjar Group.,,Seed,dec_2020.csv,2020,12.0,India,Asia
208,S0009,5C Network,2014,Bangalore,HealthTech,"5C is India's first Diagnostics Network, making Radiodiagnosis more Accessible, Affordable and Accurate",Kalyan Sivasailam,"Axilor Ventures, Unitus Ventures",1200000.0,Pre-series A,dec_2020.csv,2020,12.0,India,Asia
